Time,Event context,Component,Event name,Description
"22/02/21, 02:28",Course: Semantic Web,System,Course viewed,The user with id '8381' viewed the course with id '130'.
"22/02/21, 01:23",File: ?????? 7: ??????????? ?? ????????? ? Prot�g�,File,Course module viewed,The user with id '8418' viewed the 'resource' activity with course module id '4727'.
"22/02/21, 01:23",Course: Semantic Web,System,Course viewed,The user with id '8418' viewed the course with id '130'.
"22/02/21, 00:00",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8421' has viewed the submission status page for the assignment with course module id '4717'.
"22/02/21, 00:00",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8421' viewed the 'assign' activity with course module id '4717'.
"22/02/21, 00:00",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8421' has submitted the submission with id '22715' for the assignment with course module id '4717'.
"22/02/21, 00:00",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission updated.,The user with id '8421' updated a file submission and uploaded '2' file/s in the assignment with course module id '4717'.
"22/02/21, 00:00",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8421' has uploaded a file to the submission with id '22715' in the assignment activity with course module id '4717'.
"22/02/21, 00:00",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8421' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 23:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8421' viewed their submission for the assignment with course module id '4717'.
"21/02/21, 23:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8421' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 23:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8421' has viewed the submission status page for the assignment with course module id '4717'.
"21/02/21, 23:58",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8421' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 23:58",Course: Semantic Web,System,Course viewed,The user with id '8421' viewed the course with id '130'.
"21/02/21, 23:55",Course: Semantic Web,System,Course viewed,The user with id '8422' viewed the course with id '130'.
"21/02/21, 22:21",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8422' has viewed the submission status page for the assignment with course module id '4717'.
"21/02/21, 22:21",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:21",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8422' has submitted the submission with id '23070' for the assignment with course module id '4717'.
"21/02/21, 22:21",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission updated.,The user with id '8422' updated a file submission and uploaded '2' file/s in the assignment with course module id '4717'.
"21/02/21, 22:21",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8422' has uploaded a file to the submission with id '23070' in the assignment activity with course module id '4717'.
"21/02/21, 22:21",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8422' viewed their submission for the assignment with course module id '4717'.
"21/02/21, 22:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8422' has viewed the submission status page for the assignment with course module id '4717'.
"21/02/21, 22:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:19",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8422' viewed their submission for the assignment with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8422' has viewed the submission status page for the assignment with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8422' has submitted the submission with id '23070' for the assignment with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission updated.,The user with id '8422' updated a file submission and uploaded '1' file/s in the assignment with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8422' has uploaded a file to the submission with id '23070' in the assignment activity with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8422' viewed their submission for the assignment with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8422' has viewed the submission status page for the assignment with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8422' viewed their submission for the assignment with course module id '4717'.
"21/02/21, 22:18",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:12",Wiki: ????? ?a ???? ?? ?????? (40 ?.),Wiki,Course module viewed,The user with id '8422' viewed the 'wiki' activity with course module id '5135'.
"21/02/21, 22:12",Course: Semantic Web,System,Course viewed,The user with id '8422' viewed the course with id '130'.
"21/02/21, 22:09",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8422' has viewed the submission status page for the assignment with course module id '4717'.
"21/02/21, 22:09",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:09",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,A submission has been submitted.,The user with id '8422' has submitted the submission with id '23070' for the assignment with course module id '4717'.
"21/02/21, 22:09",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,Submission updated.,The user with id '8422' updated a file submission and uploaded '2' file/s in the assignment with course module id '4717'.
"21/02/21, 22:09",Assignment: ??????? ?? ??????? ?????? ? ???????,File submissions,A file has been uploaded.,The user with id '8422' has uploaded a file to the submission with id '23070' in the assignment activity with course module id '4717'.
"21/02/21, 22:09",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:07",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Submission form viewed.,The user with id '8422' viewed their submission for the assignment with course module id '4717'.
"21/02/21, 22:07",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:06",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,The status of the submission has been viewed.,The user with id '8422' has viewed the submission status page for the assignment with course module id '4717'.
"21/02/21, 22:06",Assignment: ??????? ?? ??????? ?????? ? ???????,Assignment,Course module viewed,The user with id '8422' viewed the 'assign' activity with course module id '4717'.
"21/02/21, 22:06",Course: Semantic Web,System,Course viewed,The user with id '8422' viewed the course with id '130'.
"21/02/21, 20:18",URL: Demonstration,URL,Course module viewed,The user with id '8453' viewed the 'url' activity with course module id '1018'.
"21/02/21, 20:18",File: ?????? 7: ??????????? ?? ????????? ? Prot�g�,File,Course module viewed,The user with id '8453' viewed the 'resource' activity with course module id '4727'.
"21/02/21, 20:18",URL: Demonstration,URL,Course module viewed,The user with id '8453' viewed the 'url' activity with course module id '1018'.
"21/02/21, 20:17",Course: Semantic Web,System,Course viewed,The user with id '8453' viewed the course with id '130'.
"21/02/21, 20:17",File: Protege OWL Tutorial,File,Course module viewed,The user with id '8453' viewed the 'resource' activity with course module id '4842'.
"21/02/21, 20:17",Course: Semantic Web,System,Course viewed,The user with id '8453' viewed the course with id '130'.
"21/02/21, 20:17",File: ?????????? 2,File,Course module viewed,The user with id '8453' viewed the 'resource' activity with course module id '4799'.
"21/02/21, 19:48",Course: Semantic Web,System,Course viewed,The user with id '8453' viewed the course with id '130'.
"21/02/21, 19:43",File: ??????,File,Course module viewed,The user with id '8422' viewed the 'resource' activity with course module id '5158'.
"21/02/21, 19:42",Course: Semantic Web,System,Course viewed,The user with id '8422' viewed the course with id '130'.
"21/02/21, 19:42",Wiki: ?????? ?? ??????,Wiki,Course module viewed,The user with id '8422' viewed the 'wiki' activity with course module id '6512'.
"21/02/21, 18:17",File: ??????,File,Course module viewed,The user with id '8422' viewed the 'resource' activity with course module id '5158'.
